show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s6191,Movie,Northern Lights,Ava DuVernay,"Oscar Isaac, Brad Pitt, Viola Davis, Leonardo DiCaprio, Natalie Portman",Italy,,2017,UR,104 min,Romantic Movies,"In a dystopian future, one person dares to challenge the system and ignite a revolution."
s6192,Movie,Midnight in Paris,Jordan Peele,"Cate Blanchett, Natalie Portman, Oscar Isaac, Denzel Washington",Turkey,"July 03, 2017",2017,NR,110 min,Crime TV Shows,An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s6193,Movie,Broken Wings 3,,,Denmark,,2014,TV-G,76 min,"Reality TV, Crime TV Shows","In a dystopian future, one person dares to challenge the system and ignite a revolution."
s6194,Movie,The Forgotten Path,Park Chan-wook,"Natalie Portman, Ana de Armas, Florence Pugh, Brad Pitt, Lupita Nyong'o",Argentina,"February 14, 2013",2013,TV-MA,157 min,British TV Shows,"A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s6195,Movie,The Redemption Arc,Chloe Zhao,"Leonardo DiCaprio, Lupita Nyong'o, Florence Pugh, Ryan Gosling, Brad Pitt",France,"March 15, 2010",2010,TV-14,74 min,"British TV Shows, Romantic Movies",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s6196,Movie,Ocean's Edge,Chloe Zhao,,Turkey,"August 01, 2006",2006,TV-14,93 min,"British TV Shows, Teen TV Shows, Thrillers","In a dystopian future, one person dares to challenge the system and ignite a revolution."
s6197,Movie,Golden Hour,Jordan Peele,"Tom Hanks, Zendaya, Lupita Nyong'o, Oscar Isaac, Leonardo DiCaprio",,"October 27, 2015",2015,TV-Y,123 min,"Horror, Comedy, Independent Movies",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s6198,Movie,Code Red,Spike Lee,"Viola Davis, Anthony Mackie",Philippines,"January 09, 2015",2015,PG-13,172 min,"Drama, Documentaries, Science & Nature TV","Set against the backdrop of history, a love story that transcends time and borders."
s6199,Movie,Broken Wings,Ava DuVernay,"Brad Pitt, Ana de Armas, Natalie Portman, Ryan Gosling",Nigeria,"March 01, 2017",2017,TV-G,161 min,"International Movies, Science & Nature TV",A detective with a troubled past investigates a series of mysterious disappearances.
s6200,Movie,Desert Rain,Steven Spielberg,"Natalie Portman, Brad Pitt, Meryl Streep, Ana de Armas",United States,"December 16, 2005",2005,R,162 min,"Drama, Teen TV Shows",A comedy that brilliantly captures the chaos and joy of modern family life.
s6201,TV Show,Cobra Kai,Martin Scorsese,"Ryan Gosling, Brad Pitt, Anthony Mackie, Oscar Isaac, Florence Pugh",France,"June 06, 2015",2015,NC-17,4 Seasons,"Korean TV Shows, Thrillers, Horror","When secrets from the past resurface, a family must confront the truth before it destroys them."
s6202,Movie,The Phoenix Project,Greta Gerwig,"Florence Pugh, Viola Davis, Tom Hanks, Oscar Isaac, Brad Pitt",,,2020,NR,179 min,"Music & Musicals, Drama","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s6203,Movie,Whispering Walls,David Fincher,"Ana de Armas, Anthony Mackie, Zendaya",Australia,"September 22, 2012",2012,TV-G,85 min,"Stand-Up Comedy, Horror, British TV Shows",Five strangers are brought together by fate in a city that never sleeps.
s6204,Movie,Northern Lights,Sofia Coppola,"Oscar Isaac, Denzel Washington, Idris Elba, Natalie Portman, Zendaya",Japan,"August 11, 2021",2021,NC-17,143 min,Drama,"Based on true events, this documentary exposes the hidden world behind the headlines."
s6205,TV Show,Cobra Kai,Spike Lee,"Lupita Nyong'o, Idris Elba",Turkey,"April 21, 2015",2015,UR,3 Seasons,"Music & Musicals, Crime TV Shows, Independent Movies","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s6206,Movie,City of Lights 4,Kathryn Bigelow,"Leonardo DiCaprio, Viola Davis, Cate Blanchett",Canada,"March 11, 2022",2022,R,142 min,"Thrillers, Comedy","When secrets from the past resurface, a family must confront the truth before it destroys them."
s6207,Movie,The Phoenix Project 4,,"Oscar Isaac, Lupita Nyong'o, Cate Blanchett, Viola Davis, Leonardo DiCaprio",South Korea,"August 17, 2022",2022,G,151 min,"Sports Movies, Music & Musicals, Horror","In a dystopian future, one person dares to challenge the system and ignite a revolution."
s6208,Movie,Echoes of Tomorrow,Martin Scorsese,"Lupita Nyong'o, Brad Pitt",Germany,"August 09, 2020",2020,PG,84 min,Horror,A detective with a troubled past investigates a series of mysterious disappearances.
s6209,Movie,Midnight in Paris 4,Alfonso Cuarón,"Florence Pugh, Denzel Washington, Anthony Mackie",Canada,"May 26, 2021",2021,TV-Y,118 min,"British TV Shows, Anime Features","Set against the backdrop of history, a love story that transcends time and borders."
s6210,TV Show,Lupin,Denis Villeneuve,"Meryl Streep, Tom Hanks, Idris Elba",Brazil,"January 15, 2014",2014,TV-G,3 Seasons,"Stand-Up Comedy, Documentaries","In a dystopian future, one person dares to challenge the system and ignite a revolution."
s6211,Movie,Velvet Underground 3,Chloe Zhao,"Zendaya, Idris Elba, Leonardo DiCaprio, Florence Pugh, Viola Davis",Philippines,"January 06, 2022",2022,PG-13,87 min,Teen TV Shows,"In a dystopian future, one person dares to challenge the system and ignite a revolution."
s6212,Movie,Glass Houses,Steven Spielberg,"Anthony Mackie, Cate Blanchett",United Kingdom,"May 18, 2020",2020,TV-PG,76 min,British TV Shows,"When secrets from the past resurface, a family must confront the truth before it destroys them."
s6213,Movie,Glass Houses,Ryan Coogler,"Leonardo DiCaprio, Idris Elba, Ana de Armas, Meryl Streep, Oscar Isaac",Mexico,"September 25, 2013",2013,TV-14,63 min,"Documentaries, Sports Movies","Love, loss, and redemption collide in this emotionally charged journey across three continents."
s6214,Movie,Midnight in Paris,Martin Scorsese,,Turkey,"December 06, 2006",2006,NC-17,97 min,"Comedy, Sports Movies","Based on true events, this documentary exposes the hidden world behind the headlines."
s6215,TV Show,You,,"Ana de Armas, Oscar Isaac, Viola Davis, Ryan Gosling",,"March 21, 2003",2003,R,1 Season,"Reality TV, International Movies","Based on true events, this documentary exposes the hidden world behind the headlines."
s6216,Movie,Silent Storm,Martin Scorsese,"Denzel Washington, Idris Elba",Spain,"August 11, 2018",2018,NC-17,136 min,"Teen TV Shows, Children & Family Movies, Independent Movies",A comedy that brilliantly captures the chaos and joy of modern family life.
s6217,Movie,The Final Frontier,Wes Anderson,,Australia,"April 02, 2019",2019,PG,100 min,Children & Family Movies,"Based on true events, this documentary exposes the hidden world behind the headlines."
s6218,Movie,Parallel Lives,Wes Anderson,"Zendaya, Leonardo DiCaprio, Idris Elba, Florence Pugh",Japan,"November 08, 2013",2013,G,102 min,"Reality TV, Action & Adventure","In a dystopian future, one person dares to challenge the system and ignite a revolution."
s6219,Movie,Steel Hearts,Park Chan-wook,"Brad Pitt, Ana de Armas, Idris Elba, Cate Blanchett",United States,"May 10, 2021",2021,UR,81 min,"Horror, Action & Adventure, Crime TV Shows","Based on true events, this documentary exposes the hidden world behind the headlines."
s6220,Movie,Digital Nomad,Ava DuVernay,"Tom Hanks, Meryl Streep",United Kingdom,"August 07, 2017",2017,TV-14,67 min,"Korean TV Shows, Comedy, International Movies",A detective with a troubled past investigates a series of mysterious disappearances.
s6221,Movie,Code Red,Ryan Coogler,"Ana de Armas, Ryan Gosling",Argentina,"October 16, 2015",2015,PG-13,62 min,"Action & Adventure, Drama","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s6222,Movie,Neon Dreams 2,Greta Gerwig,"Meryl Streep, Viola Davis, Leonardo DiCaprio, Anthony Mackie, Ana de Armas",Nigeria,"April 12, 2000",2000,G,106 min,"Science & Nature TV, Thrillers, Music & Musicals","Set against the backdrop of history, a love story that transcends time and borders."
s5947,TV Show,Cobra Kai,Spike Lee,"Natalie Portman, Anthony Mackie",Brazil,"October 05, 2004",2004,,8 Seasons,Independent Movies,An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s6223,TV Show,Better Call Saul,,"Tom Hanks, Florence Pugh, Meryl Streep, Viola Davis, Brad Pitt",Sweden,"November 06, 2005",2005,TV-G,8 Seasons,"Action & Adventure, Romantic Movies, International Movies",A detective with a troubled past investigates a series of mysterious disappearances.
s6224,Movie,Whispering Walls,Chloe Zhao,"Oscar Isaac, Tom Hanks, Natalie Portman, Denzel Washington, Idris Elba",Denmark,"February 04, 2018",2018,TV-Y7,64 min,Teen TV Shows,"Set against the backdrop of history, a love story that transcends time and borders."
s6225,Movie,Whispering Walls 4,Spike Lee,"Florence Pugh, Natalie Portman, Cate Blanchett, Zendaya, Lupita Nyong'o",Spain,"January 06, 2022",2022,TV-Y,137 min,"Anime Features, Music & Musicals, Crime TV Shows","When secrets from the past resurface, a family must confront the truth before it destroys them."
s6226,TV Show,Peaky Blinders,,,Australia,"June 16, 2016",2016,G,8 Seasons,Children & Family Movies,An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s6227,Movie,Parallel Lives 4,Kathryn Bigelow,"Oscar Isaac, Ryan Gosling, Denzel Washington",United Kingdom,"May 01, 2008",2008,TV-MA,172 min,"Children & Family Movies, Teen TV Shows, Thrillers","Based on true events, this documentary exposes the hidden world behind the headlines."
s6228,Movie,Golden Hour,,"Anthony Mackie, Brad Pitt, Denzel Washington, Viola Davis, Zendaya",Mexico,"May 23, 2018",2018,PG-13,67 min,Action & Adventure,"In a dystopian future, one person dares to challenge the system and ignite a revolution."
s6229,TV Show,Shadow and Bone,Kathryn Bigelow,"Ryan Gosling, Zendaya",Mexico,"April 18, 2021",2021,TV-G,1 Season,"British TV Shows, Independent Movies","When secrets from the past resurface, a family must confront the truth before it destroys them."
s6230,Movie,Broken Wings,,"Lupita Nyong'o, Tom Hanks, Natalie Portman, Ana de Armas",Mexico,"May 25, 2018",2018,NR,150 min,"British TV Shows, Children & Family Movies","When secrets from the past resurface, a family must confront the truth before it destroys them."
s6231,Movie,Quantum Leap,,"Tom Hanks, Zendaya, Meryl Streep, Ana de Armas, Brad Pitt",,"March 07, 2018",2018,TV-PG,68 min,"Music & Musicals, Action & Adventure, Romantic Movies","Set against the backdrop of history, a love story that transcends time and borders."
s6232,Movie,Dark Waters 2,Bong Joon-ho,"Leonardo DiCaprio, Zendaya, Cate Blanchett, Lupita Nyong'o",Australia,"July 26, 2015",2015,G,80 min,"Independent Movies, Korean TV Shows, Drama",A detective with a troubled past investigates a series of mysterious disappearances.
s6233,Movie,The Iron Curtain,Ryan Coogler,,Nigeria,"March 01, 2018",2018,TV-G,86 min,"Stand-Up Comedy, Thrillers, Teen TV Shows","Set against the backdrop of history, a love story that transcends time and borders."
s6234,TV Show,Ozark,Christopher Nolan,"Ana de Armas, Cate Blanchett, Natalie Portman, Viola Davis, Ryan Gosling",,"October 14, 2014",2014,NC-17,4 Seasons,"Thrillers, Stand-Up Comedy","Set against the backdrop of history, a love story that transcends time and borders."
s6235,Movie,Beyond the Horizon,,"Ana de Armas, Idris Elba",India,"October 11, 2018",2018,UR,106 min,"Korean TV Shows, Music & Musicals",A detective with a troubled past investigates a series of mysterious disappearances.
s6236,Movie,A Beautiful Mind 4,Taika Waititi,"Ryan Gosling, Idris Elba, Zendaya, Viola Davis",Indonesia,"November 15, 2016",2016,UR,158 min,Korean TV Shows,"When secrets from the past resurface, a family must confront the truth before it destroys them."
s6237,Movie,Midnight in Paris,,"Denzel Washington, Brad Pitt, Lupita Nyong'o",,"September 22, 2017",2017,NR,83 min,"Crime TV Shows, Romantic Movies, Drama","Love, loss, and redemption collide in this emotionally charged journey across three continents."
s6238,Movie,Digital Nomad 3,Kathryn Bigelow,"Leonardo DiCaprio, Zendaya, Idris Elba, Florence Pugh, Meryl Streep",Australia,"August 21, 2017",2017,TV-Y,109 min,"International Movies, Reality TV, Independent Movies",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s6239,TV Show,Narcos,Spike Lee,"Cate Blanchett, Lupita Nyong'o, Zendaya",Canada,"November 22, 2019",2019,,5 Seasons,"Horror, Documentaries, Romantic Movies",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s6240,Movie,The Silent House,Alfonso Cuarón,"Lupita Nyong'o, Oscar Isaac",Nigeria,"November 12, 2018",2018,TV-PG,105 min,"Stand-Up Comedy, Music & Musicals",A detective with a troubled past investigates a series of mysterious disappearances.
s6241,Movie,The Silent House,Ryan Coogler,"Oscar Isaac, Tom Hanks, Ana de Armas, Florence Pugh",Argentina,"September 26, 2015",2015,PG,176 min,"Anime Features, Romantic Movies","Based on true events, this documentary exposes the hidden world behind the headlines."
s6242,Movie,Starfall,,"Cate Blanchett, Zendaya",United States,,2011,TV-MA,165 min,Thrillers,A detective with a troubled past investigates a series of mysterious disappearances.
s6243,Movie,Ocean's Edge 4,Kathryn Bigelow,"Viola Davis, Anthony Mackie, Tom Hanks, Zendaya, Denzel Washington",,"November 19, 2006",2006,NR,75 min,"Children & Family Movies, Anime Features","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s6244,TV Show,Jupiter's Legacy,Denis Villeneuve,"Viola Davis, Florence Pugh",Philippines,"October 24, 2021",2021,G,5 Seasons,"International Movies, Action & Adventure","Based on true events, this documentary exposes the hidden world behind the headlines."
s6245,TV Show,Narcos,Spike Lee,"Lupita Nyong'o, Anthony Mackie, Brad Pitt, Tom Hanks",Spain,"November 18, 2008",2008,TV-PG,8 Seasons,"Children & Family Movies, Horror",A comedy that brilliantly captures the chaos and joy of modern family life.
s6246,Movie,Neon Dreams,Guillermo del Toro,"Denzel Washington, Zendaya",Canada,"June 15, 2015",2015,PG,96 min,Reality TV,"Based on true events, this documentary exposes the hidden world behind the headlines."
s6247,Movie,Beyond the Horizon,Alfonso Cuarón,"Zendaya, Viola Davis, Brad Pitt, Ryan Gosling, Natalie Portman",United States,"April 05, 2015",2015,TV-G,118 min,International Movies,A detective with a troubled past investigates a series of mysterious disappearances.
s6248,TV Show,Lupin,Ava DuVernay,"Tom Hanks, Meryl Streep, Cate Blanchett",Sweden,"July 08, 2015",2015,UR,7 Seasons,Teen TV Shows,"Set against the backdrop of history, a love story that transcends time and borders."
s6249,Movie,Neon Dreams 3,Greta Gerwig,"Idris Elba, Natalie Portman, Tom Hanks",India,"February 10, 2019",2019,G,61 min,"Drama, Comedy",Five strangers are brought together by fate in a city that never sleeps.
s6250,Movie,Parallel Lives,,"Leonardo DiCaprio, Anthony Mackie",Canada,"November 23, 2019",2019,NC-17,87 min,"Horror, Music & Musicals, Korean TV Shows","Set against the backdrop of history, a love story that transcends time and borders."
s6251,Movie,Broken Wings,Kathryn Bigelow,"Lupita Nyong'o, Ana de Armas, Viola Davis, Idris Elba",Australia,"May 06, 2011",2011,,87 min,International Movies,An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s6252,TV Show,Bridgerton,David Fincher,"Natalie Portman, Zendaya, Cate Blanchett",Norway,"August 26, 2021",2021,R,6 Seasons,Sports Movies,"In a dystopian future, one person dares to challenge the system and ignite a revolution."
s6253,Movie,The Forgotten Path,David Fincher,"Idris Elba, Meryl Streep",Australia,"March 20, 2021",2021,NR,177 min,"British TV Shows, Independent Movies","In a dystopian future, one person dares to challenge the system and ignite a revolution."
s6254,Movie,Quantum Leap 4,Kathryn Bigelow,"Brad Pitt, Zendaya, Ryan Gosling, Meryl Streep",Australia,"August 25, 2018",2018,NR,168 min,"Horror, International Movies, Music & Musicals",Five strangers are brought together by fate in a city that never sleeps.
